location,address,city,county,latitude,longitude,type
Westside Chapel Church ,5000 W Friendly Ave,Greensboro,"(Guilford County, NC)",36.092198,-79.87188,Gym
On the Fence Statue ,1105 Hobbs Rd,Greensboro,"(Guilford County, NC)",36.092228,-79.841194,Gym
Southern Group Fountain ,420 High St SW,Winston-Salem,"(Forsyth County, NC)",36.092424,-80.247092,Gym
Patterson Celtic Cross Memorial ,100-298 Cemetery St,Winston-Salem,"(Forsyth County, NC)",36.092441,-80.239937,Gym
Greensboro Botanical Gardens,900 N Holden Rd,Greensboro,"(Guilford County, NC)",36.0925273,-79.84300286,Nest
Shaffer House Waterfall Wishing Pool ,401-499 High St SW,Winston-Salem,"(Forsyth County, NC)",36.09254,-80.2477,Gym
Camp Stokes ,1701-1751 Green Valley Rd,Greensboro,"(Guilford County, NC)",36.092607,-79.814753,Gym
GET MORE FREE ITEMS ,262 S Stratford Rd,Winston-Salem,"(Forsyth County, NC)",36.092627,-80.282312,Gym
Greensboro Botanical Gardens,1107 Hobbs Rd,Greensboro,"(Guilford County, NC)",36.09265477,-79.84257796,Nest
Theotokos Greek Orthodox Church ,806 Westridge Rd,Greensboro,"(Guilford County, NC)",36.092658,-79.868515,Gym
World Trail Balance Bar ,1710 Latham Park Greenway,Greensboro,"(Guilford County, NC)",36.092819,-79.790489,Gym
Caldwell Park ,900 N Holden Rd,Greensboro,"(Guilford County, NC)",36.093001,-79.84299,Gym
Beth Schmidt Park,Elon Park Dr,Elon,"(Alamance County, NC)",36.09343002,-79.52127457,Nest
The Noffsinger Building ,330 Knollwood St,Winston-Salem,"(Forsyth County, NC)",36.09412,-80.288304,Gym
Friendly Avenue Baptist Church ,873-899 Westridge Rd,Greensboro,"(Guilford County, NC)",36.094234,-79.869128,Gym
The Club At Green Valley ,1907 Lendew St,Greensboro,"(Guilford County, NC)",36.094249,-79.819957,Gym
Triple Helix ,200 E 1st St,Winston-Salem,"(Forsyth County, NC)",36.094349,-80.241792,Gym
Midtown Cafe ,159 S Stratford Rd,Winston-Salem,"(Forsyth County, NC)",36.094508,-80.27761,Gym
T. Gilbert Pearson Audubon Area ,Tankersley Dr,Greensboro,"(Guilford County, NC)",36.094565,-79.784766,Gym
Tiles and Tiles of Fruit ,55 Miller St,Winston-Salem,"(Forsyth County, NC)",36.094672,-80.274555,Gym
BB and T Park Fountain ,177-199 1st St W,Winston-Salem,"(Forsyth County, NC)",36.094762,-80.245144,Gym
Wells Fargo Center ,200 Second St NW,Winston-Salem,"(Forsyth County, NC)",36.09604,-80.244148,Gym
Acme Comics ,2152 Lawndale Dr,Greensboro,"(Guilford County, NC)",36.096063,-79.81629,Gym
Classic Pepsi Sign ,912 Burke St,Winston-Salem,"(Forsyth County, NC)",36.096163,-80.256686,Gym
Irving Park ,102 Sunset Dr,Greensboro,"(Guilford County, NC)",36.09646,-79.788533,Gym
McKenna's Water Garden ,923-999 W 4th St,Winston-Salem,"(Forsyth County, NC)",36.096604,-80.257676,Gym
Winston Square Park Fountain ,310 Marshall St N,Winston-Salem,"(Forsyth County, NC)",36.097106,-80.248368,Gym
Robert B. Glenn ,369-399 N Broad St,Winston-Salem,"(Forsyth County, NC)",36.097312,-80.253532,Gym
Foothills Brewing ,638 4th St NW,Winston-Salem,"(Forsyth County, NC)",36.097641,-80.250935,Gym
Runnymede Park ,1806-1836 Runnymede Rd,Winston-Salem,"(Forsyth County, NC)",36.098125,-80.268521,Gym
Winston Tower ,301 North Main Street,Winston-Salem,"(Forsyth County, NC)",36.098228,-80.243569,Gym
Lola: Muse of the Arts District ,116 W 4th St,Winston-Salem,"(Forsyth County, NC)",36.098234,-80.245694,Gym
Hanes Park ,624 W End Blvd,Winston-Salem,"(Forsyth County, NC)",36.098547,-80.262515,Gym
Historic Revolution Cotton Mill ,900 Revolution Mill Dr,Greensboro,"(Guilford County, NC)",36.098607,-79.780249,Gym
Journal Sentinel ,420-498 Marshall St N,Winston-Salem,"(Forsyth County, NC)",36.098856,-80.248118,Gym
R J Tobacco Company Stack ,221-299 4th St E,Winston-Salem,"(Forsyth County, NC)",36.098864,-80.241347,Gym
Saint Paul's Episcopal Church ,520 Summit St,Winston-Salem,"(Forsyth County, NC)",36.099391,-80.257423,Gym
First Baptist Church ,501 W 5th St,Winston-Salem,"(Forsyth County, NC)",36.09959,-80.249567,Gym
Cascade Park ,3701-3853 Cascade Dr,Greensboro,"(Guilford County, NC)",36.100232,-79.848609,Gym
Guilford Park Presbyterian Church ,2110 Fernwood Dr,Greensboro,"(Guilford County, NC)",36.100367,-79.818207,Gym
West End's Little Free Library ,721-799 W 6th St,Winston-Salem,"(Forsyth County, NC)",36.100391,-80.25352,Gym
Tyler White Obrien Art Gallery ,305-307 State St,Greensboro,"(Guilford County, NC)",36.101253,-79.785106,Gym
Sea-Products Wooden Fish Sign ,829 Reynolda Rd,Winston-Salem,"(Forsyth County, NC)",36.10149,-80.261192,Gym
Richard J. Reynolds Memorial Auditorium ,301 Hawthorne Rd NW,Winston-Salem,"(Forsyth County, NC)",36.101786,-80.265081,Gym
Goler Memorial A.M.E. Zion Church ,630-698 Patterson Ave,Winston-Salem,"(Forsyth County, NC)",36.102635,-80.241355,Gym
R J Reynolds Statue ,401-439 Hawthorne Rd NW,Winston-Salem,"(Forsyth County, NC)",36.102775,-80.266611,Gym
St Pius Cross ,2200 N Elm St,Greensboro,"(Guilford County, NC)",36.103436,-79.787495,Gym
The Porch ,840 Mill Works St,Winston-Salem,"(Forsyth County, NC)",36.103733,-80.259301,Gym
Urban Tapestry ,120 W 9th St,Winston-Salem,"(Forsyth County, NC)",36.105008,-80.24571,Gym
Winston Salem Water Tower ,905 Northchester Ln,Winston-Salem,"(Forsyth County, NC)",36.105608,-80.24317,Gym
Warehouse Mural ,1004 Rundell St,Winston-Salem,"(Forsyth County, NC)",36.106195,-80.255114,Gym
Minglewood Fountain ,1601-1611 Buena Vista Rd NW,Winston-Salem,"(Forsyth County, NC)",36.106425,-80.266614,Gym
New Bethel Baptist Church ,1018 Trade St NW,Winston-Salem,"(Forsyth County, NC)",36.107213,-80.246665,Gym
Joe Davis Park,1400 19th St,Greensboro,"(Guilford County, NC)",36.11085815,-79.76847231,Nest
Gateway Common Park ,1300-1398 Oak St,Winston-Salem,"(Forsyth County, NC)",36.11259,-80.24798,Gym
Prayer Garden ,3505 Lawndale Dr,Greensboro,"(Guilford County, NC)",36.114153,-79.82339,Gym
Gilmore Memorial Chapel ,1609 N Liberty St,Winston-Salem,"(Forsyth County, NC)",36.114902,-80.234342,Gym
Mount Pisgah United Methodist Church ,2646 Pisgah Church Rd,Greensboro,"(Guilford County, NC)",36.116882,-79.836641,Gym
Christ Lutheran Church ,3600 Lawndale Dr,Greensboro,"(Guilford County, NC)",36.117098,-79.826966,Gym
Kimberly Park Pool ,620 Burton St NW,Winston-Salem,"(Forsyth County, NC)",36.118749,-80.2527,Gym
Herbie's Bug ,3136 Battleground Ave,Greensboro,"(Guilford County, NC)",36.119186,-79.840317,Gym
Pleasant View Trail,651 Willow Creek Rd,Kernersville,"(Forsyth County, NC)",36.11936493,-80.03248215,Nest
Historic Battle Mural ,3200 Battleground Ave,Greensboro,"(Guilford County, NC)",36.119606,-79.841197,Gym
Westminster Fountain ,3800-3898 Brandywine Dr,Greensboro,"(Guilford County, NC)",36.120036,-79.853391,Gym
Golf Links at Renoylda Manor ,1927-1999 Reynolda Rd,Winston-Salem,"(Forsyth County, NC)",36.120312,-80.279984,Gym
City of Greensboro - County Park,43 Jaycee Park Dr,Greensboro,"(Guilford County, NC)",36.12040492,-79.8348999,Habitat
Metal Art ,750 Marguerite Dr,Winston-Salem,"(Forsyth County, NC)",36.120588,-80.291009,Gym
Country Park Entrance ,3905-3923 Lawndale Dr,Greensboro,"(Guilford County, NC)",36.123438,-79.831316,Gym
Bon-Air Park Picnic Area ,2712-2730 Bon Air Ave NE,Winston-Salem,"(Forsyth County, NC)",36.124084,-80.24318,Gym
Rusty Hollow Earth ,615 Coliseum Dr NW,Winston-Salem,"(Forsyth County, NC)",36.124436,-80.260002,Gym
Dixie Classic Fairgrounds Farmer's Market ,421-465 27th St NW,Winston-Salem,"(Forsyth County, NC)",36.124473,-80.256278,Gym
Reynolda Gardens Tree Gazebo ,Reynolda Driveway,Winston-Salem,"(Forsyth County, NC)",36.125259,-80.282225,Gym
Dog Trot Museum ,401-421 27th St NW,Winston-Salem,"(Forsyth County, NC)",36.125265,-80.253302,Gym
Andrew Tower Memorial ,3110 Forest Lawn Dr,Greensboro,"(Guilford County, NC)",36.125734,-79.842179,Gym
Reynolda House Museum of Ameri ,2250 Reynolda Rd,Winston-Salem,"(Forsyth County, NC)",36.125786,-80.282682,Gym
Fair Grounds Clock Tower ,421-465 27th St NW,Winston-Salem,"(Forsyth County, NC)",36.125903,-80.254928,Gym
Sternbergh Mausoleum ,3110 Forest Lawn Dr,Greensboro,"(Guilford County, NC)",36.126414,-79.841934,Gym
Reynolda Gardens of Wake Fores ,106 Reynolda Village,Winston-Salem,"(Forsyth County, NC)",36.126976,-80.285016,Gym
Odd Fellows Cemetery ,2881 Shorefair Dr NW,Winston-Salem,"(Forsyth County, NC)",36.127269,-80.25077,Gym
Play Turtle Trio ,Calvin Wiley Drive,Greensboro,"(Guilford County, NC)",36.128014,-79.836536,Gym
Reynolda Gardens Waterfall ,Reynolda Walking Trail,Winston-Salem,"(Forsyth County, NC)",36.128728,-80.284149,Gym
Fragmented Attack ,174-198 Greenhurst Dr,Greensboro,"(Guilford County, NC)",36.12907,-79.847357,Gym
Demon Deacon Statue ,Piccolo Lane,Winston-Salem,"(Forsyth County, NC)",36.129858,-80.25556,Gym
Guilford Courthouse National Military Park,3110 Forest Lawn Dr,Greensboro,"(Guilford County, NC)",36.13035348,-79.84408379,Nest
Animal Discovery Dinosaur ,4301 Lawndale Dr,Greensboro,"(Guilford County, NC)",36.130443,-79.834104,Gym
Discovery House Window Mantid ,4301 Lawndale Dr,Greensboro,"(Guilford County, NC)",36.130474,-79.833698,Gym
Battleground Park Turtle ,Calvin Wiley Drive,Greensboro,"(Guilford County, NC)",36.13072,-79.836189,Gym
Wake Forest Biological Monolith ,Gulley Dr,Winston-Salem,"(Forsyth County, NC)",36.130953,-80.279707,Gym
Reynolds Gardens Wake Forest Entrance ,Reynolda Walking Trail,Winston-Salem,"(Forsyth County, NC)",36.130995,-80.281344,Gym
Captain James Morehead ,Guilford Courthouse National,Greensboro,"(Guilford County, NC)",36.131233,-79.846283,Gym
Starbucks ,1834 Wake Forest Rd,Winston-Salem,"(Forsyth County, NC)",36.131921,-80.277997,Gym
Manchester Plaza ,Gulley Dr,Winston-Salem,"(Forsyth County, NC)",36.132348,-80.27621,Gym
Residential Neighborhood,3777-3799 Sawgrass Rd,Greensboro,"(Guilford County, NC)",36.13249381,-79.91722863,Habitat
Legend vs. Reality ,Historic New Garden Rd,Greensboro,"(Guilford County, NC)",36.132979,-79.839712,Gym
Guilford Courthouse National Military Park,Atlantic & Yadkin Greenway,Greensboro,"(Guilford County, NC)",36.13336899,-79.8458004,Habitat
Guilford Courthouse National Military Park,Historic New Garden Rd,Greensboro,"(Guilford County, NC)",36.13343831,-79.84395504,Nest
AON Mirrored Crystals ,1100 Reynolds Blvd,Winston-Salem,"(Forsyth County, NC)",36.133561,-80.259909,Gym
Manchester Athletic Center ,21 Wingate Rd,Winston-Salem,"(Forsyth County, NC)",36.133807,-80.275368,Gym
Shiny Disco Ball ,1170 Reynolds Blvd,Winston-Salem,"(Forsyth County, NC)",36.133847,-80.260374,Gym
Woodland Cemetery North Gate ,202-270 Reynolds Blvd,Winston-Salem,"(Forsyth County, NC)",36.134412,-80.248137,Gym
Little River Regional Park and Natural Area,301 Little River Park Way,Rougemont,"(Durham County, NC)",36.16233543,-78.97080481,Nest
Bur-Mil Park,4100 Battleground Ave,Greensboro,"(Guilford County, NC)",36.16615091,-79.87472534,Nest
Northeast Park,3421 NE Park Dr,Gibsonville,"(Alamance County, NC)",36.16760603,-79.60762024,Nest
